AGNO;RBD;DGV_RBD;NOM_RBD;LET_RBD;NUM_RBD;COD_REG_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPE;RURAL_RBD;COD_ENSE;APR_HOM_01;APR_HOM_02;APR_HOM_03;APR_HOM_04;APR_HOM_05;APR_HOM_06;APR_HOM_07;APR_HOM_08;APR_HOM_TO;APR_MUJ_01;APR_MUJ_02;APR_MUJ_03;APR_MUJ_04;APR_MUJ_05;APR_MUJ_06;APR_MUJ_07;APR_MUJ_08;APR_MUJ_TO;REP_HOM_01;REP_HOM_02;REP_HOM_03;REP_HOM_04;REP_HOM_05;REP_HOM_06;REP_HOM_07;REP_HOM_08;REP_HOM_TO;REP_MUJ_01;REP_MUJ_02;REP_MUJ_03;REP_MUJ_04;REP_MUJ_05;REP_MUJ_06;REP_MUJ_07;REP_MUJ_08;REP_MUJ_TO;RET_HOM_01;RET_HOM_02;RET_HOM_03;RET_HOM_04;RET_HOM_05;RET_HOM_06;RET_HOM_07;RET_HOM_08;RET_HOM_TO;RET_MUJ_01;RET_MUJ_02;RET_MUJ_03;RET_MUJ_04;RET_MUJ_05;RET_MUJ_06;RET_MUJ_07;RET_MUJ_08;RET_MUJ_TO;TRA_HOM_01;TRA_HOM_02;TRA_HOM_03;TRA_HOM_04;TRA_HOM_05;TRA_HOM_06;TRA_HOM_07;TRA_HOM_08;TRA_HOM_TO;TRA_MUJ_01;TRA_MUJ_02;TRA_MUJ_03;TRA_MUJ_04;TRA_MUJ_05;TRA_MUJ_06;TRA_MUJ_07;TRA_MUJ_08;TRA_MUJ_TO
2008;2066;4;ESCUELA EUGENIA SUBERCASEAUX;F;495;5;5603;CARTAGENA;2;1;110;26;21;25;23;30;21;28;21;195;18;24;20;22;15;23;17;19;158;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;2;5;2;0;2;0;1;1;1;2;9
2008;2068;0;ESC. BAS. CARMEN ROMERO AGUIRRE;G;494;5;5603;CARTAGENA;2;1;110;5;3;5;8;3;3;7;4;38;7;7;3;6;5;9;3;4;44;0;1;0;1;0;1;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
2008;2069;9;ESCUELA BASICA G-497;G;497;5;5603;CARTAGENA;2;1;110;0;1;2;3;1;0;0;0;7;3;2;1;2;3;3;0;0;14;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2071;0;ESCUELA SAN FRANCISCO;G;499;5;5603;CARTAGENA;2;1;110;1;1;0;0;1;0;0;0;3;2;0;2;2;0;4;2;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2074;5;ESCUELA BASICA LAS CRUCES;F;503;5;5605;EL TABO;2;0;110;14;22;11;13;12;14;13;14;113;12;10;17;12;19;8;11;14;103;4;1;2;2;2;3;2;0;16;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;1;1;2;0;3;0;2;1;0;0;1;7;2;1;2;1;1;3;2;1;13
2008;2075;3;COLEGIO EL TABO;.;0;5;5605;EL TABO;2;0;110;16;19;26;27;21;26;24;17;176;16;25;11;13;20;13;25;22;145;3;3;0;3;1;1;2;0;13;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;3;0;1;0;2;1;1;1;0;6
2008;2075;3;COLEGIO EL TABO;.;0;5;5605;EL TABO;2;0;310;11;8;16;0;0;0;0;0;35;6;7;6;0;0;0;0;0;19;4;5;2;0;0;0;0;0;11;2;3;2;0;0;0;0;0;7;6;2;3;0;0;0;0;0;11;5;0;1;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2078;8;LICEO CLARA SOLOVERA;F;490;5;5604;EL QUISCO;2;0;310;19;17;14;13;0;0;0;0;63;16;21;23;17;0;0;0;0;77;4;4;2;0;0;0;0;0;10;3;3;4;0;0;0;0;0;10;5;0;0;2;0;0;0;0;7;2;1;1;1;0;0;0;0;5;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2008;2078;8;LICEO CLARA SOLOVERA;F;490;5;5604;EL QUISCO;2;0;361;9;0;16;0;0;0;0;0;25;5;0;11;0;0;0;0;0;16;5;0;1;0;0;0;0;0;6;2;0;0;0;0;0;0;0;2;7;0;3;0;0;0;0;0;10;4;0;2;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2079;6;ESC.BAS.POETA NERUDA DE I. NEGRA;G;491;5;5604;EL QUISCO;2;1;110;19;19;17;14;16;15;18;17;135;21;12;20;23;21;19;16;12;144;0;2;0;0;1;1;0;0;4;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2;2;0;0;1;0;0;0;5;0;1;2;2;1;1;0;0;7
2008;2081;8;ESCUELA BASICA EL TOTORAL;G;492;5;5604;EL QUISCO;2;1;110;12;16;16;11;12;4;12;13;96;12;11;13;13;9;14;7;10;89;2;0;3;0;1;4;3;2;15;0;1;0;0;0;3;2;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;0;1;1;1;6;1;0;3;0;0;0;1;0;5
2008;2083;4;ESCUELA PARTIC. SAN MIGUEL ARCANGEL;.;29;5;5604;EL QUISCO;3;0;110;16;21;20;18;22;20;12;18;147;23;16;19;6;19;19;11;10;123;2;1;1;0;1;2;1;2;10;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;1;0;3;0;0;0;0;1;0;0;1;2;0;1;2;1;0;0;2;1;7;1;0;1;1;1;1;0;0;5
2008;2084;2;COLEGIO CARLOS ALESSANDRI A.;.;0;5;5602;ALGARROBO;2;0;110;18;23;25;29;28;35;33;27;218;21;20;20;24;38;34;24;43;224;4;2;3;1;5;9;10;3;37;0;0;1;3;1;0;3;0;8;0;1;0;0;0;0;1;1;3;0;1;0;0;0;0;1;0;2;2;0;1;5;1;3;1;0;13;0;1;1;0;1;1;0;2;6
2008;2084;2;COLEGIO CARLOS ALESSANDRI A.;.;0;5;5602;ALGARROBO;2;0;160;0;0;3;4;0;0;0;0;7;0;2;0;2;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;4;0;0;0;0;6;0;1;1;2;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2085;0;ESCUELA BASICA RURAL EL YECO;G;485;5;5602;ALGARROBO;2;1;110;5;4;2;2;6;6;5;2;32;2;5;1;4;7;3;2;5;29;0;0;1;2;1;1;1;0;6;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;2;0;0;2
2008;2087;7;ESCUELA BASICA RURAL SAN JOSE;G;487;5;5602;ALGARROBO;2;1;110;3;1;2;1;0;2;0;0;9;1;1;1;1;1;4;0;0;9;0;3;0;0;1;0;0;0;4;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;1;0;1;0;1;0;0;3
2008;2089;3;ESCUELA PART. SAN JOSE;.;58;5;5602;ALGARROBO;3;1;110;3;2;1;3;2;2;6;5;24;6;1;4;3;5;7;2;1;29;1;0;1;0;1;3;1;0;7;0;0;0;0;1;0;0;0;1;0;0;0;0;2;0;0;1;3;0;0;0;0;0;0;0;0;0;1;2;0;0;1;0;0;0;4;0;1;0;0;1;1;0;0;3
2008;2090;7;COL. TERESA DE LOS ANDES;.;203;5;5602;ALGARROBO;3;0;110;23;22;22;23;19;13;21;17;160;17;16;18;17;18;24;20;24;154;0;2;1;1;2;4;2;2;14;0;0;1;1;1;0;1;0;4;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2;0;0;1;1;0;0;1;1;4
2008;2090;7;COL. TERESA DE LOS ANDES;.;203;5;5602;ALGARROBO;3;0;310;26;15;15;16;0;0;0;0;72;18;20;19;19;0;0;0;0;76;0;3;6;0;0;0;0;0;9;1;4;1;0;0;0;0;0;6;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2008;2091;5;COLEGIO PEOPLE HELP PEOPLE;.;0;5;5606;SANTO DOMINGO;2;0;110;31;27;22;22;19;21;35;24;201;34;17;19;20;25;24;35;20;194;0;0;0;2;0;1;1;1;5;0;1;0;0;1;0;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1
2008;2091;5;COLEGIO PEOPLE HELP PEOPLE;.;0;5;5606;SANTO DOMINGO;2;0;310;44;20;41;35;0;0;0;0;140;33;40;56;41;0;0;0;0;170;4;3;8;0;0;0;0;0;15;2;2;1;0;0;0;0;0;5;0;0;2;0;0;0;0;0;2;1;1;3;2;0;0;0;0;7;0;1;1;0;0;0;0;0;2;1;0;0;1;0;0;0;0;2
2008;2092;3;ESCUELA BAS.  EL CONVENTO;F;506;5;5606;SANTO DOMINGO;2;1;110;4;3;4;4;5;3;4;7;34;3;5;0;2;1;1;9;2;23;2;0;2;0;2;1;3;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;0;0;1;0;0;4
2008;2093;1;ESCUELA BASICA BUCALEMITO;G;427;5;5606;SANTO DOMINGO;2;1;110;1;1;0;2;2;1;0;0;7;2;1;0;2;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2095;8;ESCUELA BASICA JUANITA FERNANDEZ S.;G;440;5;5606;SANTO DOMINGO;2;1;110;0;0;1;0;1;0;0;0;2;2;0;0;2;1;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2096;6;ESCUELA BASICA CLAUDIO VICUNA;G;467;5;5606;SANTO DOMINGO;2;1;110;5;1;3;2;1;3;6;6;27;4;6;4;2;4;1;5;0;26;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2008;2097;4;ESC. JUDITH VARELA DE ESTURILLO;G;469;5;5606;SANTO DOMINGO;2;1;110;0;0;0;0;2;1;0;0;3;1;0;1;1;1;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2098;2;ESC.BAS. ELISA RUIZ-TAGLE FERNANDEZ;G;489;5;5606;SANTO DOMINGO;2;1;110;1;1;1;0;2;1;0;0;6;1;4;1;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2099;0;COLEGIO SANTO DOMINGO HELEN LEE LASSEN;.;5;5;5606;SANTO DOMINGO;3;0;110;12;6;13;15;22;12;16;15;111;11;12;10;7;14;11;16;15;96;0;1;0;2;4;4;6;2;19;0;1;0;1;3;1;4;1;11;0;0;0;1;2;0;0;0;3;0;0;0;0;0;1;0;1;2;0;2;0;0;0;0;0;2;4;0;0;1;2;1;1;0;0;5
2008;2099;0;COLEGIO SANTO DOMINGO HELEN LEE LASSEN;.;5;5;5606;SANTO DOMINGO;3;0;310;14;10;0;0;0;0;0;0;24;9;7;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;0;5;2;1;0;0;0;0;0;0;3;2;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
2008;2101;6;COLEGIO BASICO LORENZO BAEZA VEGA;.;0;5;5201;ISLA DE PASCUA;2;0;110;19;24;15;12;19;22;28;35;174;15;14;11;24;13;19;24;23;143;4;1;2;4;1;5;5;2;24;2;0;0;1;0;0;0;2;5;0;0;1;0;1;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;2;1;0;0;0;1;0;0;0;2
2008;2101;6;COLEGIO BASICO LORENZO BAEZA VEGA;.;0;5;5201;ISLA DE PASCUA;2;0;160;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2101;6;COLEGIO BASICO LORENZO BAEZA VEGA;.;0;5;5201;ISLA DE PASCUA;2;0;361;2;0;5;0;0;0;0;0;7;7;0;11;0;0;0;0;0;18;3;0;1;0;0;0;0;0;4;3;0;0;0;0;0;0;0;3;7;0;4;0;0;0;0;0;11;7;0;3;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2102;4;LICEO TECNICO DE RANCAGUA;A;4;6;6101;RANCAGUA;5;0;410;0;0;1;0;0;0;0;0;1;0;0;22;26;0;0;0;0;48;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2102;4;LICEO TECNICO DE RANCAGUA;A;4;6;6101;RANCAGUA;5;0;610;1;1;0;0;0;0;0;0;2;195;194;167;172;0;0;0;0;728;0;0;0;0;0;0;0;0;0;21;7;3;2;0;0;0;0;33;0;0;0;0;0;0;0;0;0;7;3;3;1;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2103;2;LICEO INDUSTRIAL PDTE. PEDRO AGUIRRE CERDA;A;6;6;6101;RANCAGUA;5;0;510;265;237;197;176;0;0;0;0;875;5;9;11;2;0;0;0;0;27;27;18;23;3;0;0;0;0;71;1;1;1;0;0;0;0;0;3;14;14;12;1;0;0;0;0;41;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2104;0;LICEO COMERCIAL DIEGO PORTALES;A;7;6;6101;RANCAGUA;1;0;410;200;212;187;198;0;0;0;0;797;248;237;247;222;0;0;0;0;954;13;4;13;5;0;0;0;0;35;4;2;12;5;0;0;0;0;23;5;6;1;0;0;0;0;0;12;3;4;4;2;0;0;0;0;13;0;1;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1
2008;2105;9;LICEO ERNESTO PINTO LAGARRIGUE;B;5;6;6101;RANCAGUA;5;0;510;245;216;237;253;0;0;0;0;951;37;32;20;5;0;0;0;0;94;18;29;4;1;0;0;0;0;52;2;2;2;0;0;0;0;0;6;10;20;9;3;0;0;0;0;42;2;3;4;0;0;0;0;0;9;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2008;2109;1;LICEO MARIA LUISA BOMBAL;A;1;6;6101;RANCAGUA;1;0;310;122;148;118;120;0;0;0;0;508;72;160;131;160;0;0;0;0;523;24;2;4;4;0;0;0;0;34;26;7;7;1;0;0;0;0;41;44;17;18;5;0;0;0;0;84;39;27;18;15;0;0;0;0;99;1;3;0;0;0;0;0;0;4;3;3;0;0;0;0;0;0;6
2008;2110;5;LICEO OSCAR CASTRO ZUNIGA;A;2;6;6101;RANCAGUA;1;0;310;239;224;266;249;0;0;0;0;978;337;350;337;326;0;0;0;0;1350;0;3;17;2;0;0;0;0;22;5;6;24;0;0;0;0;0;35;1;2;5;1;0;0;0;0;9;2;3;3;0;0;0;0;0;8;3;1;0;0;0;0;0;0;4;7;5;1;0;0;0;0;0;13
2008;2111;3;LICEO JOSE VICTORINO LASTARRIA;B;3;6;6101;RANCAGUA;1;0;310;69;60;0;0;0;0;0;0;129;142;151;0;0;0;0;0;0;293;13;24;0;0;0;0;0;0;37;27;11;0;0;0;0;0;0;38;10;10;0;0;0;0;0;0;20;17;17;0;0;0;0;0;0;34;1;2;0;0;0;0;0;0;3;4;2;0;0;0;0;0;0;6
2008;2111;3;LICEO JOSE VICTORINO LASTARRIA;B;3;6;6101;RANCAGUA;1;0;610;0;0;44;43;0;0;0;0;87;0;0;121;120;0;0;0;0;241;0;0;2;1;0;0;0;0;3;0;0;4;2;0;0;0;0;6;0;0;2;0;0;0;0;0;2;0;0;8;6;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2112;1;COLEGIO MOISES MUSSA;D;6;6;6101;RANCAGUA;1;0;110;155;134;135;131;132;134;132;165;1118;0;0;0;0;0;0;0;0;0;4;3;0;4;3;3;5;0;22;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;9;0;2;4;1;2;21;0;0;0;0;0;0;0;0;0
2008;2114;8;COLEGIO MARCELA PAZ;D;7;6;6101;RANCAGUA;1;0;110;0;0;0;0;0;0;0;0;0;137;191;165;166;178;182;173;162;1354;0;0;0;0;0;0;0;0;0;3;5;6;2;1;4;5;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;4;2;7;8;3;4;4;3;35
2008;2115;6;COLEGIO RENE SCHNEIDER;D;9;6;6101;RANCAGUA;1;0;110;21;16;16;24;19;21;25;22;164;21;11;16;19;18;20;17;23;145;0;2;2;1;0;0;1;0;6;0;0;2;0;1;0;0;0;3;2;0;0;0;1;1;1;0;5;3;0;0;0;0;0;0;0;3;1;3;1;1;1;0;0;0;7;0;2;0;1;1;1;1;0;6
2008;2116;4;COLEGIO EDUARDO DE GEYTER;D;12;6;6101;RANCAGUA;1;0;110;32;38;37;55;54;52;74;47;389;29;36;37;33;24;34;41;39;273;0;2;2;0;0;3;0;0;7;0;0;0;1;0;0;0;0;1;0;1;0;0;2;0;1;0;4;1;0;0;0;0;1;0;0;2;2;0;1;1;1;0;0;2;7;0;2;0;3;1;0;1;1;8
2008;2118;0;COLEGIO ESPAÑA;D;16;6;6101;RANCAGUA;1;0;110;24;25;37;36;42;38;43;46;291;17;16;21;27;24;27;35;33;200;0;0;2;0;2;5;1;1;11;0;0;1;0;1;0;1;2;5;0;0;0;1;1;0;3;0;5;0;0;0;0;0;0;0;4;4;2;3;6;2;0;0;1;1;15;2;2;1;2;2;2;2;1;14
2008;2118;0;COLEGIO ESPAÑA;D;16;6;6101;RANCAGUA;1;0;361;0;0;34;0;0;0;0;0;34;0;0;6;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2119;9;COLEGIO MANUEL RODRIGUEZ;D;20;6;6101;RANCAGUA;1;0;110;18;22;30;24;31;38;34;33;230;29;26;23;28;25;35;37;38;241;2;1;1;1;5;2;6;6;24;1;2;0;0;2;1;2;3;11;2;1;1;3;1;3;2;2;15;0;0;0;0;0;1;4;2;7;1;1;2;1;0;0;0;0;5;4;1;0;0;0;2;0;0;7
2008;2120;2;ESCUELA MINERAL EL TENIENTE;D;21;6;6101;RANCAGUA;1;0;110;64;73;59;69;68;70;67;60;530;62;53;69;50;48;57;55;58;452;8;7;5;6;6;2;7;0;41;3;1;4;1;2;3;3;0;17;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;1;2;5;4;1;1;3;2;0;3;19;1;3;2;1;1;0;0;2;10
2008;2121;0;COLEGIO REPÚBLICA ARGENTINA;D;29;6;6101;RANCAGUA;1;0;110;0;0;0;0;0;0;0;0;0;180;175;134;134;174;135;131;174;1237;0;0;0;0;0;0;0;0;0;0;3;3;1;6;1;3;0;17;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;1;1;0;3;5;5;1;18
2008;2122;9;COLEGIO EL COBRE;D;30;6;6101;RANCAGUA;1;0;110;39;46;64;55;75;83;85;75;522;35;32;47;69;51;46;62;70;412;5;3;0;1;2;0;7;0;18;1;0;1;0;1;0;4;0;7;1;1;0;1;1;0;6;0;10;2;0;0;1;0;2;1;0;6;2;5;4;4;1;7;3;1;27;3;2;3;2;3;3;3;5;24
2008;2123;7;ESCUELA BERNARDO O HIGGINS;D;33;6;6101;RANCAGUA;1;0;110;14;18;26;25;21;37;34;59;234;10;17;24;19;27;32;26;30;185;4;2;5;1;6;6;6;3;33;0;0;1;0;1;0;1;3;6;0;0;0;0;2;2;2;2;8;2;0;0;0;1;1;0;1;5;1;1;3;0;1;2;1;1;10;0;2;0;0;2;0;0;0;4
2008;2124;5;COLEGIO LIBERTADOR SIMON BOLIVAR;D;35;6;6101;RANCAGUA;1;0;110;40;62;60;56;63;61;79;62;483;33;40;38;39;48;60;46;45;349;2;3;1;1;0;2;0;0;9;2;0;0;1;0;0;1;0;4;2;2;1;0;1;0;0;1;7;2;1;0;0;0;0;3;2;8;2;3;4;0;0;2;1;3;15;1;1;2;3;3;2;2;2;16
2008;2124;5;COLEGIO LIBERTADOR SIMON BOLIVAR;D;35;6;6101;RANCAGUA;1;0;361;0;0;14;0;0;0;0;0;14;0;0;11;0;0;0;0;0;11;0;0;3;0;0;0;0;0;3;0;0;3;0;0;0;0;0;3;0;0;8;0;0;0;0;0;8;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
2008;2124;5;COLEGIO LIBERTADOR SIMON BOLIVAR;D;35;6;6101;RANCAGUA;1;0;363;15;0;0;0;0;0;0;0;15;10;0;0;0;0;0;0;0;10;2;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;7;3;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2125;3;COLEGIO PABLO GARRIDO;E;4;6;6101;RANCAGUA;1;0;110;17;18;34;23;18;18;34;27;189;16;17;19;17;19;15;19;23;145;2;4;2;1;1;0;3;1;14;1;0;1;0;0;1;1;1;5;2;1;1;0;0;2;1;4;11;0;0;0;0;2;3;1;1;7;1;0;0;1;1;0;0;0;3;4;1;3;2;0;1;1;0;12
2008;2126;1;COLEGIO JOSÉ A. MANSO DE VELASCO;E;10;6;6101;RANCAGUA;1;0;110;16;13;13;13;22;25;31;32;165;14;17;14;18;14;10;26;24;137;1;1;0;0;0;0;2;0;4;1;0;0;2;0;0;0;0;3;1;1;0;0;0;2;0;1;5;1;0;0;0;0;0;0;0;1;1;2;2;0;1;0;3;2;11;0;0;0;1;2;1;0;1;5
2008;2129;6;COLEGIO AURORA DE CHILE;E;28;6;6101;RANCAGUA;1;0;110;31;25;25;39;31;34;37;32;254;36;33;25;31;37;23;30;38;253;4;2;2;2;4;1;6;2;23;2;3;3;3;2;0;3;2;18;2;0;0;1;0;2;0;0;5;2;0;0;0;1;0;1;2;6;3;2;4;0;2;1;0;0;12;1;4;2;1;0;2;0;4;14
2008;2131;8;COLEGIO CARLOS MIRANDA MIRANDA;E;34;6;6101;RANCAGUA;1;0;110;11;17;14;14;15;9;14;13;107;12;5;7;19;7;16;8;14;88;1;1;2;0;6;3;6;0;19;1;0;1;0;2;2;1;0;7;0;0;1;0;2;1;2;1;7;1;1;0;0;1;1;0;0;4;2;4;0;1;1;0;3;2;13;1;0;0;2;1;0;1;0;5
2008;2132;6;COLEGIO PATRICIO MEKIS;F;8;6;6101;RANCAGUA;1;0;110;17;9;15;11;24;23;18;22;139;13;23;11;26;13;20;17;13;136;2;3;1;0;1;0;1;0;8;3;2;0;0;0;0;3;0;8;1;1;1;1;1;0;2;4;11;5;0;1;2;3;0;0;2;13;1;1;0;0;0;1;1;0;4;1;3;0;2;0;0;0;1;7
2008;2132;6;COLEGIO PATRICIO MEKIS;F;8;6;6101;RANCAGUA;1;0;361;0;0;8;0;0;0;0;0;8;0;0;18;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;7;0;0;10;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2132;6;COLEGIO PATRICIO MEKIS;F;8;6;6101;RANCAGUA;1;0;363;7;0;0;0;0;0;0;0;7;13;0;0;0;0;0;0;0;13;3;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;1;10;0;0;0;0;0;0;0;10;5;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2134;2;LICEO COMERCIAL B-34 JORGE ALESSANDRI RODRÍGUEZ;B;34;6;6101;RANCAGUA;1;0;410;55;88;60;64;0;0;0;0;267;148;142;134;134;0;0;0;0;558;29;11;7;0;0;0;0;0;47;16;6;5;0;0;0;0;0;27;14;3;6;1;0;0;0;0;24;18;5;6;1;0;0;0;0;30;0;1;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;1
2008;2134;2;LICEO COMERCIAL B-34 JORGE ALESSANDRI RODRÍGUEZ;B;34;6;6101;RANCAGUA;1;0;610;0;0;3;3;0;0;0;0;6;0;0;22;34;0;0;0;0;56;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;2135;0;COLEGIO JEAN PIAGET;F;26;6;6101;RANCAGUA;1;0;110;22;19;12;20;17;21;19;17;147;16;12;16;19;16;20;17;18;134;4;4;2;0;3;2;2;0;17;0;0;0;0;0;1;0;0;1;2;0;0;0;1;2;3;2;10;0;0;0;0;0;0;1;0;1;6;3;2;3;2;1;1;2;20;2;0;2;2;0;2;1;1;10
2008;2136;9;COLEGIO ISABEL RIQUELME;F;31;6;6101;RANCAGUA;1;0;110;19;10;10;26;20;32;32;30;179;8;10;13;22;8;25;25;26;137;0;3;2;4;3;6;2;0;20;0;0;1;1;0;2;5;1;10;0;0;0;1;0;2;1;3;7;0;0;0;2;1;2;0;2;7;0;2;1;1;1;1;0;0;6;0;0;1;1;0;3;3;1;9
2008;2137;7;COLEGIO GERMAN RIESCO;G;477;6;6101;RANCAGUA;1;1;110;2;5;0;5;4;1;0;0;17;0;3;2;1;1;1;0;0;8;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
