AGNO;RBD;DGV_RBD;NOM_RBD;LET_RBD;NUM_RBD;COD_REG_RBD;COD_COM_RBD;NOM_COM_RBD;COD_DEPE;RURAL_RBD;COD_ENSE;APR_HOM_01;APR_HOM_02;APR_HOM_03;APR_HOM_04;APR_HOM_05;APR_HOM_06;APR_HOM_07;APR_HOM_08;APR_HOM_TO;APR_MUJ_01;APR_MUJ_02;APR_MUJ_03;APR_MUJ_04;APR_MUJ_05;APR_MUJ_06;APR_MUJ_07;APR_MUJ_08;APR_MUJ_TO;REP_HOM_01;REP_HOM_02;REP_HOM_03;REP_HOM_04;REP_HOM_05;REP_HOM_06;REP_HOM_07;REP_HOM_08;REP_HOM_TO;REP_MUJ_01;REP_MUJ_02;REP_MUJ_03;REP_MUJ_04;REP_MUJ_05;REP_MUJ_06;REP_MUJ_07;REP_MUJ_08;REP_MUJ_TO;RET_HOM_01;RET_HOM_02;RET_HOM_03;RET_HOM_04;RET_HOM_05;RET_HOM_06;RET_HOM_07;RET_HOM_08;RET_HOM_TO;RET_MUJ_01;RET_MUJ_02;RET_MUJ_03;RET_MUJ_04;RET_MUJ_05;RET_MUJ_06;RET_MUJ_07;RET_MUJ_08;RET_MUJ_TO;TRA_HOM_01;TRA_HOM_02;TRA_HOM_03;TRA_HOM_04;TRA_HOM_05;TRA_HOM_06;TRA_HOM_07;TRA_HOM_08;TRA_HOM_TO;TRA_MUJ_01;TRA_MUJ_02;TRA_MUJ_03;TRA_MUJ_04;TRA_MUJ_05;TRA_MUJ_06;TRA_MUJ_07;TRA_MUJ_08;TRA_MUJ_TO
2008;6442;4;LAS DELICIAS;.;310;9;9117;TEODORO SCHMIDT;3;1;110;0;0;1;2;0;1;0;0;4;1;1;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6443;2;LLAGUEPULLI;.;312;9;9117;TEODORO SCHMIDT;3;1;110;2;3;2;5;2;4;2;2;22;3;0;7;9;3;5;5;2;34;0;0;0;0;0;0;1;1;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;0;1;0;0;0;1
2008;6444;0;BELLAVISTA;.;314;9;9117;TEODORO SCHMIDT;3;1;110;1;0;1;1;1;0;0;0;4;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6445;9;SANTA IRENE;.;315;9;9117;TEODORO SCHMIDT;3;1;110;0;1;1;2;1;2;0;0;7;0;1;2;0;1;2;0;0;6;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0
2008;6446;7;SAN MIGUEL DE TRAHUE;.;316;9;9117;TEODORO SCHMIDT;3;1;110;2;0;0;1;2;2;0;0;7;0;1;1;0;1;2;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6448;3;GENERAL OSCAR BONILLA;.;325;9;9117;TEODORO SCHMIDT;3;1;110;1;0;0;1;0;3;0;0;5;0;0;1;2;1;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6449;1;BERNARDO O HIGGINS;.;352;9;9117;TEODORO SCHMIDT;3;1;110;2;1;2;3;2;2;0;0;12;1;0;0;1;1;0;0;0;3;0;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;2
2008;6452;1;LICEO REINO DE SUECIA;C;19;9;9116;SAAVEDRA;2;0;110;17;13;13;9;22;11;5;13;103;12;13;11;9;5;14;17;26;107;2;0;1;2;1;0;0;2;8;2;2;0;1;5;0;1;1;12;1;0;0;0;0;0;2;3;6;0;1;1;0;0;0;0;0;2;1;1;1;1;0;0;0;3;7;0;0;1;1;1;0;1;0;4
2008;6452;1;LICEO REINO DE SUECIA;C;19;9;9116;SAAVEDRA;2;0;310;24;28;12;3;0;0;0;0;67;23;35;15;4;0;0;0;0;77;3;9;2;0;0;0;0;0;14;3;2;0;0;0;0;0;0;5;1;2;0;0;0;0;0;0;3;1;1;0;1;0;0;0;0;3;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1
2008;6452;1;LICEO REINO DE SUECIA;C;19;9;9116;SAAVEDRA;2;0;361;0;0;7;0;0;0;0;0;7;0;0;9;0;0;0;0;0;9;0;0;2;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6452;1;LICEO REINO DE SUECIA;C;19;9;9116;SAAVEDRA;2;0;610;0;0;7;13;0;0;0;0;20;0;0;21;14;0;0;0;0;35;0;0;3;0;0;0;0;0;3;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6454;8;COLLICO RANCO;F;442;9;9116;SAAVEDRA;2;1;110;5;5;6;3;6;3;6;4;38;5;1;3;3;3;2;3;5;25;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
2008;6455;6;BARTOLO LLANCALEO;G;440;9;9116;SAAVEDRA;2;1;110;0;3;4;5;4;4;5;9;34;3;0;1;1;5;3;3;6;22;0;0;0;1;0;0;0;1;2;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6456;4;INALAFQUEN;G;445;9;9116;SAAVEDRA;2;1;110;1;1;3;3;5;3;1;7;24;3;4;1;1;5;3;1;3;21;0;1;0;0;0;1;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
2008;6457;2;AUGUSTO WINTER TAPIA;G;452;9;9116;SAAVEDRA;2;0;110;4;8;4;8;10;5;8;7;54;9;9;6;8;3;6;10;9;60;1;1;1;0;0;0;0;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;0;1;0;1;0;2
2008;6458;0;CALOF;G;455;9;9116;SAAVEDRA;2;1;110;7;5;2;3;2;3;5;10;37;4;1;0;8;4;0;1;5;23;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
2008;6459;9;ANTONIO LADINO;G;459;9;9116;SAAVEDRA;2;1;110;5;5;2;3;3;5;4;5;32;2;3;3;4;2;3;0;10;27;0;0;0;0;0;0;2;0;2;0;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6460;2;ESCUELA SAN SEBASTIAN;.;1;9;9116;SAAVEDRA;3;0;110;14;15;7;6;11;11;9;8;81;17;9;11;15;10;10;9;12;93;1;0;1;1;0;0;1;1;5;0;0;2;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;3;0;0;1;0;0;0;0;1;2;0;0;1;0;0;0;0;0;1
2008;6461;0;PADRE JUAN WEVERING;.;2;9;9116;SAAVEDRA;3;0;110;8;9;6;9;2;6;9;14;63;3;6;4;4;2;7;12;7;45;0;0;0;1;1;0;3;0;5;0;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6462;9;RONGUIPULLI;.;8;9;9116;SAAVEDRA;3;1;110;0;0;1;1;0;2;0;0;4;0;0;0;0;1;2;0;0;3;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6463;7;EL ALMA;.;10;9;9116;SAAVEDRA;3;1;110;0;0;1;0;1;2;0;0;4;1;1;0;1;1;1;0;0;5;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6464;5;HUAPI;.;11;9;9116;SAAVEDRA;3;1;110;2;1;1;1;4;6;7;2;24;1;4;5;3;0;2;2;6;23;1;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6465;3;LA SIERRA;.;12;9;9116;SAAVEDRA;3;1;110;3;2;1;2;2;3;4;7;24;1;1;3;3;2;1;7;3;21;0;0;0;0;0;2;1;0;3;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2008;6465;3;LA SIERRA;.;12;9;9116;SAAVEDRA;3;1;310;20;31;0;0;0;0;0;0;51;18;19;0;0;0;0;0;0;37;3;5;0;0;0;0;0;0;8;1;2;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;1
2008;6465;3;LA SIERRA;.;12;9;9116;SAAVEDRA;3;1;510;0;0;12;13;0;0;0;0;25;0;0;3;5;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6465;3;LA SIERRA;.;12;9;9116;SAAVEDRA;3;1;610;0;0;2;1;0;0;0;0;3;0;0;12;2;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2
2008;6468;8;SAN FRANCISCO DE QUIFO;.;31;9;9116;SAAVEDRA;3;1;110;1;2;1;1;1;4;0;0;10;0;1;1;1;1;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6469;6;ANGELES CUSTODIOS;.;32;9;9116;SAAVEDRA;3;1;110;1;2;1;0;2;1;0;0;7;0;0;1;4;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6471;8;P 33 SOL NACIENTE;.;33;9;9116;SAAVEDRA;3;1;110;1;3;1;5;8;3;8;4;33;2;3;3;2;5;5;5;6;31;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;3;0;0;0;0;0;1;1;0;2;0;0;1;0;0;2;1;0;4;0;0;0;0;1;0;0;0;1
2008;6473;4;INES DE SUAREZ;.;35;9;9116;SAAVEDRA;3;1;110;0;1;1;2;4;1;0;0;9;0;1;1;0;2;0;0;0;4;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
2008;6474;2;QUIFO;.;43;9;9116;SAAVEDRA;3;1;110;3;1;2;2;1;1;0;0;10;1;2;2;2;5;4;0;0;16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6475;0;LLAGUEY;.;51;9;9116;SAAVEDRA;3;1;110;0;1;4;3;2;4;7;6;27;0;0;0;3;2;7;2;4;18;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6476;9;EL TEMO;.;93;9;9116;SAAVEDRA;3;1;110;1;1;0;0;1;1;0;0;4;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6477;7;PERQUINAN;.;103;9;9116;SAAVEDRA;3;1;110;1;0;2;0;3;1;0;0;7;3;0;1;1;3;1;0;0;9;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2008;6478;5;PIEDRA ALTA;.;128;9;9116;SAAVEDRA;3;1;110;0;1;4;1;5;2;1;3;17;2;3;3;2;1;2;3;4;20;0;0;1;0;1;0;0;1;3;1;2;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6479;3;DEUME;.;155;9;9116;SAAVEDRA;3;1;110;2;0;3;6;1;1;0;0;13;2;2;2;2;2;1;0;0;11;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6480;7;NUEVA RUCATRARO;.;219;9;9116;SAAVEDRA;3;1;110;2;2;7;3;8;8;5;7;42;1;1;1;5;5;6;9;5;33;1;0;1;0;1;1;1;2;7;0;0;1;0;0;1;0;1;3;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6481;5;CHEUCAN;.;283;9;9116;SAAVEDRA;3;1;110;0;1;1;0;0;0;0;0;2;1;2;4;1;0;0;0;0;8;1;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6482;3;NUEVO QUIFO;.;287;9;9116;SAAVEDRA;3;1;110;0;2;1;0;3;0;0;0;6;0;2;0;1;1;2;0;0;6;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6483;1;GUACOLDA;.;289;9;9116;SAAVEDRA;3;1;110;0;0;0;2;0;1;0;0;3;2;1;1;0;0;0;0;0;4;0;2;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6485;8;ERNESTO WILHEM;.;298;9;9116;SAAVEDRA;3;1;110;3;1;3;3;2;2;3;4;21;1;3;1;0;1;7;0;4;17;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2
2008;6486;6;SAN GASTON;.;320;9;9116;SAAVEDRA;3;1;110;0;0;1;4;2;5;0;0;12;4;0;2;2;1;2;0;0;11;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2
2008;6487;4;ESCUELA PARTICULAR N 322 LOS CISNES;.;322;9;9116;SAAVEDRA;3;1;110;5;3;6;6;3;6;4;6;39;2;2;4;3;2;7;5;8;33;1;0;1;0;0;0;3;1;6;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6488;2;DIEGO PORTALES;.;326;9;9116;SAAVEDRA;3;1;110;3;4;8;4;2;6;7;5;39;0;3;1;3;4;3;4;6;24;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2008;6489;0;SANTA CRUZ DE COMUE;.;336;9;9116;SAAVEDRA;3;1;110;2;3;1;2;1;1;0;0;10;2;1;0;1;4;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
2008;6490;4;MANUEL ROJAS;.;347;9;9116;SAAVEDRA;3;1;110;1;1;1;3;1;3;0;0;10;0;1;3;1;1;1;0;0;7;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2
2008;6491;2;AGUSTO WINTER;.;348;9;9116;SAAVEDRA;3;1;110;1;1;4;1;0;2;2;1;12;2;1;1;0;4;1;2;1;12;0;0;0;1;5;0;0;0;6;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
2008;6492;0;DAGOBERTO GODOY;.;353;9;9116;SAAVEDRA;3;1;110;2;0;2;1;2;1;0;0;8;0;3;2;1;2;1;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0;2;0;0;0;0;1;0;0;0;1
2008;6494;7;DIEGO DE ALMAGRO;.;364;9;9116;SAAVEDRA;3;1;110;0;0;2;0;1;0;0;0;3;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;3;0;0;1;0;0;0;0;0;1
2008;6495;5;RUCA RAQUI;G;822;9;9116;SAAVEDRA;2;1;110;5;3;1;2;4;1;0;3;19;1;2;4;1;0;5;3;1;17;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2008;6496;3;GABRIELA MISTRAL;.;511;9;9116;SAAVEDRA;3;1;110;2;5;6;2;6;7;7;9;44;3;3;2;3;3;4;6;9;33;0;0;0;0;2;1;2;2;7;2;0;0;0;0;0;2;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
2008;6496;3;GABRIELA MISTRAL;.;511;9;9116;SAAVEDRA;3;1;310;2;12;0;0;0;0;0;0;14;12;10;0;0;0;0;0;0;22;2;2;0;0;0;0;0;0;4;2;2;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6496;3;GABRIELA MISTRAL;.;511;9;9116;SAAVEDRA;3;1;410;0;0;0;0;0;0;0;0;0;0;0;2;3;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6496;3;GABRIELA MISTRAL;.;511;9;9116;SAAVEDRA;3;1;710;0;0;7;5;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6497;1;COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEÓN;C;18;9;9102;CARAHUE;2;0;310;93;116;62;66;0;0;0;0;337;108;111;94;85;0;0;0;0;398;24;14;4;3;0;0;0;0;45;9;10;7;1;0;0;0;0;27;10;12;2;1;0;0;0;0;25;4;6;1;0;0;0;0;0;11;1;2;0;0;0;0;0;0;3;0;3;0;0;0;0;0;0;3
2008;6497;1;COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEÓN;C;18;9;9102;CARAHUE;2;0;510;14;15;51;35;0;0;0;0;115;12;12;4;4;0;0;0;0;32;4;0;3;1;0;0;0;0;8;0;1;0;0;0;0;0;0;1;4;0;6;9;0;0;0;0;19;3;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6497;1;COMPLEJO EDUCACIONAL CLAUDIO ARRAU LEÓN;C;18;9;9102;CARAHUE;2;0;610;0;0;0;0;0;0;0;0;0;0;0;37;35;0;0;0;0;72;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6499;8;ROMILIO ADRIAZOLA;D;457;9;9102;CARAHUE;2;0;110;3;6;13;6;10;11;14;21;84;3;3;5;13;7;9;16;23;79;0;0;1;0;1;0;0;0;2;0;1;1;0;0;0;0;0;2;0;0;0;0;0;0;1;1;2;0;0;1;0;0;0;2;0;3;2;1;0;0;1;0;0;0;4;0;1;0;0;0;0;1;0;2
2008;6499;8;ROMILIO ADRIAZOLA;D;457;9;9102;CARAHUE;2;0;310;18;13;8;6;0;0;0;0;45;17;13;13;13;0;0;0;0;56;5;0;3;0;0;0;0;0;8;0;0;1;0;0;0;0;0;1;2;1;0;0;0;0;0;0;3;1;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6500;5;GRUPO ESCOLAR DARIO SALAS DIAZ;E;415;9;9102;CARAHUE;2;0;110;35;27;31;35;21;37;62;45;293;27;23;39;35;42;26;61;61;314;4;0;8;2;3;4;13;3;37;1;0;0;1;1;3;4;0;10;0;1;0;3;0;1;2;0;7;0;0;0;0;0;1;0;1;2;0;5;2;1;1;3;0;4;16;3;3;1;1;2;4;0;0;14
2008;6500;5;GRUPO ESCOLAR DARIO SALAS DIAZ;E;415;9;9102;CARAHUE;2;0;361;0;0;3;0;0;0;0;0;3;0;0;6;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;2;0;0;2;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6500;5;GRUPO ESCOLAR DARIO SALAS DIAZ;E;415;9;9102;CARAHUE;2;0;363;4;0;0;0;0;0;0;0;4;11;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6501;3;KIM RUKA;E;425;9;9102;CARAHUE;2;0;110;39;31;28;32;35;26;50;45;286;35;32;25;33;26;32;37;50;270;3;2;3;1;2;4;4;1;20;1;4;2;2;2;1;2;2;16;0;0;1;1;0;0;1;0;3;0;0;0;0;0;0;1;1;2;2;2;1;1;3;2;0;0;11;2;2;4;2;4;1;2;1;18
2008;6502;1;NEHUENTUE;F;450;9;9102;CARAHUE;2;0;110;3;9;8;11;4;5;9;11;60;7;5;6;4;7;9;2;8;48;0;1;0;0;1;0;0;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
2008;6504;8;TRANAPUENTE;E;430;9;9102;CARAHUE;2;1;110;1;1;1;6;6;5;6;13;39;1;6;4;2;4;6;6;6;35;0;0;0;0;0;1;1;1;3;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;2;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;0;0;2;0;1;0;0;0;0;1;0;2
2008;6505;6;ESCUELA EL CHILCO;G;190;9;9102;CARAHUE;2;1;110;1;0;2;1;0;0;0;0;4;1;1;1;1;1;2;0;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1
2008;6506;4;ESCUELA DINAMARCA;G;404;9;9102;CARAHUE;2;1;110;2;2;2;4;0;1;4;1;16;1;0;0;0;1;2;3;4;11;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;2;0;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6508;0;ESCUELA EL LUCERO;G;408;9;9102;CARAHUE;2;1;110;0;1;0;0;0;1;0;0;2;1;0;0;1;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2008;6509;9;ESCUELA SANTA CELIA;G;409;9;9102;CARAHUE;2;1;110;2;3;2;1;2;0;0;0;10;0;2;0;0;1;1;0;0;4;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
